ID_STG_OPR_ITT,VLR_CTRD_CSC,QTD_PCL,VLR_SDO_DDR,QTD_CLI_CAD_POS,QTD_OPR,ID_FNT_ITT,ID_MDL,DES_TIP_PSS,DAT_RSS_FNT_ITT,DAT_INC_DBO,QTD_OPR 
287,nan,57,nan,164,191,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,191
288,nan,357,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
289,nan,285,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
290,nan,106,nan,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1
291,6900000.0,199,5963843.0,1,1,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,1
292,nan,83,nan,170,197,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,197
293,nan,51,nan,341,374,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,374
294,nan,320,nan,12,12,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,12
295,nan,76,nan,3,3,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,3
296,nan,151,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
297,nan,38,nan,228,242,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,242
298,nan,92,nan,192,230,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,230
299,nan,69,nan,188,220,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,220
300,nan,78,nan,82,91,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,91
301,nan,215,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
302,nan,22,nan,542,554,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,554
303,nan,336,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
304,nan,49,nan,910,1002,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1002
305,nan,245,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
306,nan,92,nan,7,7,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,7
307,nan,334,nan,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,9
308,nan,12,nan,16862,17989,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,17989
309,nan,11,nan,112,122,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,122
310,nan,70,nan,397,432,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,432
311,nan,73,nan,9,9,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,9
312,nan,129,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
313,151980000.0,114,25263737.0,11,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,11
314,nan,9,nan,7,7,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,7
315,nan,19,nan,8,9,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,9
316,nan,41,nan,5,5,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,5
317,550827723.0,67,262709595.0,100,120,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,120
318,nan,72,nan,37316,48231,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,48231
319,nan,81,nan,14,14,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,14
320,nan,255,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
321,nan,18,nan,27,28,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,28
322,nan,7,nan,59,71,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,71
323,nan,25,nan,15,15,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,15
324,20540000.0,149,17919959.0,2,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2
325,nan,37,nan,154,166,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,166
326,nan,178,nan,2,2,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,2
327,nan,118,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
328,nan,266,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
329,nan,80,nan,15,15,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,15
330,1217647137.0,65,540170295.0,285,316,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,316
331,nan,38,nan,286,296,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,296
332,nan,39,nan,223,240,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,240
333,960213536.0,77,769056349.0,189,198,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,198
334,nan,97,nan,478,503,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,503
335,nan,5,nan,619,630,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,630
336,nan,72,nan,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
337,nan,140,nan,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,6
338,nan,112,nan,4,8,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,8
339,nan,268,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
340,nan,119,nan,2,2,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,2
341,320140058.0,42,140357803.0,67,83,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,83
342,170284617.0,99,66576725.0,12,16,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,16
343,nan,4,nan,852,870,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,870
344,nan,32,nan,382,406,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,406
345,nan,61,nan,173,192,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,192
346,nan,92,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
347,23140000.0,181,12535791.0,3,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,3
348,23584557.0,21,12140305.0,7,7,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,7
349,22890000.0,111,4060928.0,2,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2
350,45800000.0,118,7033740.0,3,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,3
351,nan,52,nan,6,6,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,6
352,nan,113,nan,9,13,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,13
353,nan,249,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
354,nan,34,nan,1,1,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,1
355,nan,3,nan,1,1,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,1
356,nan,310,nan,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,9
357,nan,22,nan,10,10,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,10
358,nan,65,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
359,nan,27,nan,369,388,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,388
360,nan,96,nan,116,151,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,151
361,nan,91,nan,114,133,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,133
362,nan,24,nan,3001,3071,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,3071
363,nan,35,nan,1453,1481,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1481
364,nan,262,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
365,nan,95,nan,9,9,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,9
366,nan,103,nan,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1
367,106281490.0,106,46274205.0,13,13,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,13
368,5350000.0,11,1459095.0,1,1,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,1
369,nan,39,nan,216,225,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,225
370,nan,14,nan,884,902,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,902
371,nan,107,nan,3,6,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,6
372,nan,286,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
373,nan,49,nan,10,10,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,10
374,nan,227,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
375,nan,90,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
376,nan,100,nan,7,7,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,7
377,nan,86,nan,129,158,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,158
378,131070000.0,138,47372147.0,11,13,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,13
379,186080000.0,143,39941763.0,13,16,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,16
380,nan,61,nan,1,1,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,1
381,nan,198,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
382,498699313.0,57,259818902.0,101,116,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,116
383,nan,18,nan,2058,2117,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,2117
384,nan,25,nan,506,521,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,521
385,nan,37,nan,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,13
386,nan,30,nan,3,3,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,3
387,nan,260,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
388,nan,15,nan,346,363,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,363
389,nan,125,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
390,112135000.0,130,42490399.0,8,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,11
391,189927500.0,190,119859597.0,10,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,12
392,33210000.0,196,29821302.0,2,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,3
393,nan,355,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
394,nan,277,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
395,246428032.0,38,122724175.0,42,60,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,60
396,nan,292,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
397,290320767.0,36,122053066.0,55,69,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,69
398,nan,20,nan,27,27,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,27
399,nan,84,nan,15,16,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,16
400,nan,179,nan,6,6,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,6
401,nan,298,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
402,44447735.0,22,26406348.0,11,13,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,13
403,20065000.0,150,18006330.0,2,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2
404,nan,10,nan,13336,15212,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,15212
405,nan,9,nan,312,316,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,316
406,nan,74,nan,62,71,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,71
407,nan,209,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
408,nan,243,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
409,200145700.0,45,90093615.0,52,57,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,57
410,nan,7,nan,74,74,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,74
411,nan,132,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
412,nan,80,nan,166,187,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,187
413,nan,53,nan,122,146,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,146
414,nan,27,nan,202,214,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,214
415,nan,33,nan,1,1,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,1
416,nan,3,nan,21732,25601,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,25601
417,nan,48,nan,3994,4411,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,4411
418,nan,59,nan,801,950,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,950
419,nan,15,nan,17,17,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,17
420,573697717.0,68,277898994.0,124,136,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,136
421,438330000.0,179,258533959.0,17,21,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,21
422,nan,10,nan,13323,13999,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,13999
423,nan,214,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
424,nan,21,nan,2,2,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,2
425,704469115.0,69,350598035.0,150,166,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,166
426,36750000.0,113,6092991.0,5,5,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,5
427,6050000.0,148,4782725.0,1,1,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,1
428,nan,73,nan,170,181,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,181
429,nan,20,nan,28,28,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,28
430,nan,177,nan,4,4,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,4
431,nan,172,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
432,104536472.0,34,33187617.0,20,25,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,25
433,155290000.0,174,96488405.0,12,17,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,17
434,61082157.0,29,25378303.0,13,14,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,14
435,nan,42,nan,264,279,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,279
436,nan,6,nan,503,512,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,512
437,nan,180,nan,195,198,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,198
438,nan,54,nan,219,243,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,243
439,nan,33,nan,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,11
440,nan,67,nan,15,17,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,17
441,nan,88,nan,8,8,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,8
442,342442500.0,141,85165612.0,20,21,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,21
443,nan,6,nan,9896,10401,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,10401
444,nan,58,nan,160,174,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,174
445,nan,53,nan,111,115,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,115
446,nan,247,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
447,nan,307,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
448,nan,28,nan,267,273,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,273
449,nan,175,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
450,nan,98,nan,9,11,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,11
451,nan,4,nan,16192,18173,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,18173
452,nan,32,nan,2,2,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,2
453,262571475.0,74,188789997.0,40,42,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,42
454,147860000.0,166,107673723.0,7,7,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,7
455,nan,9,nan,9,9,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,9
456,nan,350,nan,10,10,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,10
457,nan,76,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
458,nan,93,nan,154,188,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,188
459,nan,179,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
460,nan,288,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
461,100020000.0,168,48869008.0,5,7,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,7
462,239672714.0,39,95557278.0,49,62,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,62
463,nan,13,nan,638,653,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,653
464,nan,118,nan,7,8,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,8
465,nan,52,nan,373,408,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,408
466,nan,16,nan,1467,1519,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1519
467,nan,25,nan,219,224,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,224
468,nan,32,nan,578,626,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,626
469,nan,235,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
470,193905437.0,44,81882163.0,50,56,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,56
471,nan,52,nan,165,173,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,173
472,nan,25,nan,168,180,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,180
473,nan,257,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
474,nan,238,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
475,nan,337,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
476,nan,177,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
477,142305000.0,183,68688227.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
478,212852621.0,96,84678820.0,17,20,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,20
479,nan,5,nan,72,88,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,88
480,nan,204,nan,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
481,nan,29,nan,257,264,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,264
482,nan,16,nan,27,27,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,27
483,nan,61,nan,97,105,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,105
484,nan,35,nan,22,26,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,26
485,nan,59,nan,7,7,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,7
486,nan,70,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
487,nan,62,nan,856,1033,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1033
488,nan,52,nan,104,115,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,115
489,nan,13,nan,164,170,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,170
490,nan,40,nan,390,417,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,417
491,nan,21,nan,501,518,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,518
492,nan,8,nan,4832,5010,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,5010
493,nan,70,nan,1341,1470,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1470
494,nan,20,nan,379,392,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,392
495,nan,6,nan,226,227,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,227
496,nan,87,nan,8,9,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,9
497,nan,91,nan,11,11,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,11
498,nan,218,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
499,nan,29,nan,8,8,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,8
500,nan,102,nan,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1
501,nan,117,nan,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1
502,nan,19,nan,33,33,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,33
503,nan,142,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
504,nan,79,nan,12,15,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,15
505,nan,64,nan,1,1,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,1
506,224939733.0,83,149223755.0,38,41,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,41
507,nan,63,nan,912,1097,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1097
508,nan,28,nan,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,13
509,nan,20,nan,16,16,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,16
510,249440000.0,133,81446415.0,11,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,12
511,nan,17,nan,503,511,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,511
512,nan,15,nan,7,7,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,7
513,nan,153,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
514,nan,155,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
515,583787378.0,48,232367611.0,132,150,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,150
516,90922636.0,28,39303337.0,21,23,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,23
517,155160000.0,140,54300570.0,16,21,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,21
518,nan,55,nan,130,137,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,137
519,nan,34,nan,10,10,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,10
520,nan,58,nan,28,30,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,30
521,102060000.0,139,41639283.0,10,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,12
522,88835000.0,147,33520862.0,6,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,6
523,nan,36,nan,17088,18888,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,18888
524,nan,335,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
525,nan,121,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
526,83441217.0,97,37619583.0,8,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,10
527,nan,46,nan,252,271,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,271
528,nan,353,nan,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
529,nan,190,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
530,nan,167,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
531,nan,9,nan,3717,3827,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,3827
532,69952500.0,187,61418425.0,8,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,8
533,nan,36,nan,3365,3638,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,3638
534,nan,59,nan,174,182,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,182
535,nan,43,nan,280,303,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,303
536,nan,70,nan,116,122,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,122
537,nan,3,nan,6,6,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,6
538,nan,202,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
539,108960000.0,101,29290601.0,7,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
540,39780000.0,127,16212970.0,3,4,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,4
541,nan,29,nan,179,194,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,194
542,nan,8,nan,57,79,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,79
543,nan,17,nan,1,1,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,1
544,100205562.0,89,50924180.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
545,nan,17,nan,589,600,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,600
546,nan,31,nan,286,301,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,301
547,nan,45,nan,312,345,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,345
548,nan,50,nan,22,22,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,22
549,nan,233,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
550,nan,141,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
551,247140540.0,43,93150044.0,51,63,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,63
552,106695000.0,123,26187026.0,6,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,8
553,nan,12,nan,27050,30653,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,30653
554,nan,31,nan,304,321,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,321
555,nan,30,nan,196,197,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,197
556,nan,4,nan,20,20,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,20
557,nan,325,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
558,nan,119,nan,3,3,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,3
559,nan,11,nan,1774,1792,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1792
560,nan,45,nan,272,292,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,292
561,nan,54,nan,455,493,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,493
562,nan,71,nan,580,649,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,649
563,nan,79,nan,91,102,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,102
564,nan,212,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
565,nan,189,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
566,677614338.0,66,380908247.0,139,158,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,158
567,417705651.0,59,215029199.0,89,95,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,95
568,nan,7,nan,4542,4669,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,4669
569,nan,20,nan,758,780,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,780
570,nan,111,nan,8,17,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,17
571,nan,109,nan,3,3,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,3
572,nan,346,nan,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,6
573,245968191.0,73,153653043.0,39,39,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,39
574,nan,120,nan,291,307,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,307
575,nan,17,nan,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,11
576,nan,10,nan,48,48,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,48
577,nan,4,nan,3,3,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,3
578,nan,173,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
579,nan,60,nan,11509,15433,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,15433
580,nan,24,nan,2979,3091,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,3091
581,nan,42,nan,302,326,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,326
582,nan,230,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
583,nan,74,nan,7,7,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,7
584,nan,25,nan,1,1,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,1
