ID_STG_OPR_ITT,VLR_CTRD_CSC,QTD_PCL,VLR_SDO_DDR,QTD_CLI_CAD_POS,QTD_OPR,ID_FNT_ITT,ID_MDL,DES_TIP_PSS,DAT_RSS_FNT_ITT,DAT_INC_DBO,QTD_OPR 
585,nan,270,nan,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,9
586,140505000.0,197,87280026.0,10,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,12
587,103305000.0,186,81096591.0,8,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,8
588,nan,26,nan,178,186,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,186
589,nan,70,nan,6,6,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,6
590,nan,16,nan,14,14,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,14
591,nan,119,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
592,98917500.0,175,78161657.0,11,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,11
593,nan,48,nan,16826,20800,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,20800
594,nan,53,nan,588,661,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,661
595,nan,41,nan,180,197,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,197
596,nan,78,nan,10,11,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,11
597,nan,27,nan,1,1,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,1
598,nan,168,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
599,nan,23,nan,1450,1461,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1461
600,nan,82,nan,14,15,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,15
601,nan,42,nan,39,39,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,39
602,nan,75,nan,70,73,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,73
603,nan,40,nan,43,43,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,43
604,nan,39,nan,2,2,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,2
605,2012012500.0,180,1241458184.0,161,216,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,216
606,103555000.0,184,92798978.0,9,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
607,nan,8,nan,5797,6212,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,6212
608,nan,46,nan,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,11
609,nan,213,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
610,nan,19,nan,137,151,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,151
611,nan,345,nan,6,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
612,47460000.0,300,29712717.0,2,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2
613,23450000.0,146,20985178.0,3,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,3
614,nan,1,nan,6261,6733,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,6733
615,nan,193,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
616,nan,234,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
617,nan,26,nan,1,1,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,1
618,nan,135,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
619,nan,313,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
620,nan,207,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
621,nan,176,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
622,nan,40,nan,2101,2226,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,2226
623,nan,2,nan,1343,1481,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1481
624,nan,26,nan,325,335,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,335
625,nan,191,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
626,nan,144,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
627,nan,272,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
628,1493780000.0,192,1316010490.0,46,53,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,53
629,nan,57,nan,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,11
630,nan,80,nan,7,7,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,7
631,nan,328,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
632,nan,327,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
633,nan,7,nan,3,3,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,3
634,1879602500.0,144,501273183.0,170,208,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,208
635,nan,18,nan,613,642,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,642
636,nan,51,nan,119,127,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,127
637,nan,16,nan,177,187,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,187
638,nan,6,nan,40,40,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,40
639,nan,109,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
640,nan,296,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
641,217682531.0,91,94096909.0,16,21,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,21
642,nan,27,nan,1027,1103,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1103
643,nan,62,nan,201,225,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,225
644,nan,28,nan,3,3,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,3
645,nan,13,nan,2,2,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,2
646,nan,11,nan,2151,2214,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,2214
647,nan,82,nan,122,140,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,140
648,nan,12,nan,221,223,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,223
649,nan,104,nan,3,3,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,3
650,nan,13,nan,2,2,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,2
651,255040138.0,98,139986988.0,19,19,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,19
652,190465000.0,173,137740476.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
653,nan,16,nan,1000,1047,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1047
654,nan,30,nan,347,376,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,376
655,nan,76,nan,12,16,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,16
656,nan,96,nan,8,9,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,9
657,nan,86,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
658,nan,65,nan,1278,1544,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1544
659,nan,89,nan,13,13,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,13
660,nan,200,nan,21,21,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,21
661,nan,225,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
662,230820000.0,135,93038932.0,16,23,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,23
663,nan,194,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
664,nan,304,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
665,nan,11,nan,3,3,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,3
666,nan,322,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
667,nan,316,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
668,nan,15,nan,7394,7773,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,7773
669,nan,131,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
670,82152120.0,23,46998382.0,7,23,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,23
671,449007195.0,75,318212015.0,75,84,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,84
672,179235000.0,193,111548203.0,13,18,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,18
673,132940000.0,163,78322286.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
674,nan,105,nan,3,4,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,4
675,nan,45,nan,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,13
676,nan,348,nan,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,6
677,nan,98,nan,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1
678,2347750000.0,200,2019870963.0,162,209,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,209
679,227277500.0,119,74171971.0,14,17,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,17
680,209400000.0,178,95803793.0,14,17,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,17
681,90660639.0,31,42717517.0,16,22,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,22
682,nan,31,nan,131,138,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,138
683,nan,280,nan,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,9
684,nan,12,nan,6,6,67,B06,F,2020-01-16,2020-01-27 10:49:48.15,6
685,nan,122,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
686,108835000.0,195,77500859.0,7,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
687,43270000.0,156,31578451.0,4,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,6
688,nan,3,nan,5759,6116,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,6116
689,nan,116,nan,13,24,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,24
690,nan,29,nan,4,4,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,4
691,nan,31,nan,2,2,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,2
692,479183877.0,51,236200899.0,99,121,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,121
693,107772203.0,26,64150030.0,26,30,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,30
694,nan,4,nan,8,8,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,8
695,170650000.0,164,111592721.0,9,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,12
696,117230000.0,122,61052760.0,8,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,10
697,nan,75,nan,11,11,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,11
698,nan,16,nan,1,1,67,B06,F,2020-01-16,2020-01-27 10:49:48.15,1
699,nan,130,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
700,nan,20,nan,2730,2953,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,2953
701,nan,5,nan,5,5,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,5
702,nan,91,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
703,nan,94,nan,173,207,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,207
704,nan,60,nan,5072,6140,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,6140
705,nan,264,nan,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,6
706,nan,281,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
707,nan,195,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
708,259284296.0,90,99584172.0,14,19,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,19
709,nan,28,nan,236,245,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,245
710,nan,19,nan,1,1,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,1
711,nan,71,nan,1,1,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,1
712,255712500.0,172,116849051.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
713,nan,63,nan,205,241,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,241
714,nan,106,nan,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1
715,nan,163,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
716,95973361.0,33,37955345.0,25,26,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,26
717,341747014.0,95,207084235.0,29,32,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,32
718,39020000.0,145,21935691.0,4,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,6
719,nan,2,nan,2432,2520,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,2520
720,nan,68,nan,176,217,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,217
721,nan,19,nan,485,498,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,498
722,nan,16,nan,6,6,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,6
723,nan,84,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
724,nan,315,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
725,194395000.0,169,124073496.0,9,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,10
726,nan,44,nan,226,241,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,241
727,nan,64,nan,1026,1240,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1240
728,nan,67,nan,113,121,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,121
729,nan,48,nan,14464,14857,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,14857
730,nan,3,nan,1150,1178,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,1178
731,nan,8,nan,17,18,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,18
732,81018959.0,27,42616325.0,16,20,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,20
733,nan,96,nan,14411,22329,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,22329
734,nan,42,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
735,117832830.0,109,42723029.0,11,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,12
736,nan,18,nan,7707,8248,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,8248
737,nan,43,nan,207,220,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,220
738,nan,224,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
739,nan,265,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
740,nan,113,nan,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1
741,nan,48,nan,1,1,67,B06,F,2020-01-16,2020-01-27 10:49:48.15,1
742,nan,38,nan,167,178,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,178
743,nan,134,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
744,nan,358,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
745,nan,344,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
746,nan,34,nan,425,440,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,440
747,nan,44,nan,284,302,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,302
748,nan,5,nan,13769,15400,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,15400
749,nan,43,nan,4,4,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,4
750,nan,17,nan,32,32,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,32
751,nan,72,nan,4,4,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,4
752,nan,283,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
753,nan,276,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
754,337341537.0,81,240605825.0,55,57,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,57
755,126913882.0,85,44660154.0,8,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
756,nan,50,nan,99,103,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,103
757,nan,4,nan,84,84,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,84
758,nan,210,nan,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,8
759,nan,4,nan,5040,5263,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,5263
760,nan,56,nan,152,168,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,168
761,nan,21,nan,126,131,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,131
762,nan,15,nan,37,37,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,37
763,nan,329,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
764,nan,90,nan,3,3,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,3
765,154730000.0,198,85551944.0,7,14,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,14
766,nan,1,nan,44874,65074,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,65074
767,nan,35,nan,222,234,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,234
768,nan,23,nan,240,283,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,283
769,nan,231,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
770,226300000.0,125,140730630.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,9
771,nan,83,nan,13,14,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,14
772,nan,26,nan,15,15,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,15
773,nan,317,nan,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,5
774,nan,158,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
775,nan,321,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
776,nan,295,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
777,11900000.0,102,2239960.0,1,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2
778,nan,88,nan,136,157,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,157
779,nan,192,nan,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,8
780,64950000.0,129,30475428.0,9,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,10
781,96080000.0,126,40203933.0,8,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,11
782,nan,72,nan,56819,97007,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,97007
783,nan,15,nan,4208,4445,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,4445
784,nan,95,nan,647,716,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,716
785,nan,41,nan,164,169,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,169
786,nan,31,nan,5,5,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,5
787,nan,42,nan,470,500,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,500
788,nan,36,nan,845,910,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,910
789,nan,77,nan,81,90,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,90
790,nan,349,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
791,nan,252,nan,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
792,nan,84,nan,2,2,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,2
793,nan,187,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
794,3419749771.0,100,2444975458.0,277,311,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,311
795,147172500.0,177,123012133.0,12,13,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,13
796,nan,77,nan,12,12,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,12
797,nan,96,nan,11,11,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,11
798,nan,5,nan,5903,6185,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,6185
799,nan,65,nan,213,244,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,244
800,nan,237,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
801,nan,55,nan,10,10,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,10
802,nan,219,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
803,nan,183,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
804,968624691.0,60,532800355.0,212,222,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,222
805,nan,24,nan,17093,18747,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,18747
806,nan,14,nan,89,90,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,90
807,nan,150,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
808,174170000.0,120,69547315.0,13,17,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,17
809,16908125.0,16,5012939.0,3,4,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,4
810,nan,47,nan,492,532,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,532
811,nan,55,nan,192,211,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,211
812,nan,144,nan,7,10,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,10
813,nan,160,nan,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,8
814,nan,29,nan,292,299,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,299
815,nan,76,nan,68,80,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,80
816,nan,32,nan,12,12,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,12
817,nan,50,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
818,10672970329.0,72,4844570256.0,2653,2960,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2960
819,141515000.0,167,98431660.0,6,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,6
820,nan,100,nan,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
821,nan,27,nan,19,19,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,19
822,nan,222,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
823,nan,92,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
824,nan,3,nan,66,68,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,68
825,nan,271,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
826,nan,240,nan,2,4,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,4
827,nan,351,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
828,nan,136,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
829,nan,89,nan,131,147,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,147
830,nan,6,nan,125,130,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,130
831,nan,347,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
832,72055897.0,32,33637910.0,19,20,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,20
833,183910000.0,128,76034906.0,9,16,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,16
834,95470000.0,162,62868475.0,6,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,8
835,nan,47,nan,1143,1289,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1289
836,nan,71,nan,3318,3545,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,3545
837,nan,10,nan,23,23,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,23
838,463385016.0,54,221505210.0,103,114,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,114
839,6100000.0,155,5895768.0,1,1,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,1
840,nan,305,nan,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,4
841,nan,14,nan,4,4,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,4
842,nan,12,nan,6,10,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,10
843,147122407.0,24,82034428.0,36,42,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,42
844,112500000.0,116,41727438.0,6,7,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,7
845,26745000.0,194,17305723.0,2,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,2
846,nan,61,nan,852,1038,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1038
847,195080879.0,47,102532815.0,46,47,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,47
848,46537500.0,189,30021071.0,5,5,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,5
849,92305000.0,185,87057163.0,9,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,10
850,78520000.0,107,7303877.0,5,5,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,5
851,nan,46,nan,332,349,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,349
852,nan,44,nan,287,308,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,308
853,nan,115,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
854,235637981.0,93,123012165.0,21,22,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,22
855,nan,23,nan,1028,1090,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,1090
856,nan,22,nan,433,444,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,444
857,nan,342,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
858,nan,302,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
859,nan,22,nan,1,1,67,B01,F,2020-01-16,2020-01-27 10:49:48.15,1
860,62075885.0,17,17357289.0,7,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
861,nan,1,nan,715,11850,67,G01,F,2020-01-16,2020-01-27 10:49:48.15,11850
862,nan,5,nan,15,16,67,A05,F,2020-01-16,2020-01-27 10:49:48.15,16
863,nan,68,nan,36,39,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,39
864,nan,356,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
865,nan,1,nan,33,36,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,36
866,nan,330,nan,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,8
867,nan,23,nan,3,3,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,3
868,nan,54,nan,8,8,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,8
869,nan,103,nan,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1
870,213020000.0,176,132743567.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
871,nan,24,nan,9,9,67,A99,F,2020-01-16,2020-01-27 10:49:48.15,9
872,nan,85,nan,9,12,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,12
873,nan,343,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
874,174842840.0,103,61800347.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
875,nan,7,nan,2955,3091,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,3091
876,nan,69,nan,125,139,67,B99,F,2020-01-16,2020-01-27 10:49:48.15,139
877,nan,49,nan,396,430,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,430
878,nan,150,nan,10,10,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,10
879,nan,47,nan,5,5,67,B05,F,2020-01-16,2020-01-27 10:49:48.15,5
880,nan,229,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
