ID_STG_FNT_ITT,NUM_CNPJ,NUM_CMP_CNPJ,NOM_COM,NOM_RAZ_SCL
298,251339543,1768,NMN,NMN
301,465100705,1700,NMN,NMN
346,397142644,2499,NMN,NMN
350,6577882471,2720,NMN,NMN
358,7455794244,2516,NMN,NMN
431,291863412,2193,NMN,NMN
480,847252052,3196,NMN,NMN
508,1356646342,2839,NMN,NMN
512,1409277577,2584,NMN,NMN
518,7112308785,1989,NMN,NMN
533,629925497,3162,NMN,NMN
570,1637849989,3349,NMN,NMN
598,9425806383,1853,NMN,NMN
609,7666061974,2210,NMN,NMN
614,3081783290,2193,NMN,NMN
618,161393784,2907,MMNPP PJTJLJM S.M.,MMNPP PJTJLJM S.M.
656,1617756397,3400,NMN,NMN
724,668426944,2890,NMN,NMN
801,5014491020,2703,MMNPP TRVÂNPZLP S.M.,MMNPP TRVÂNPZLP S.M.
820,8327708978,1972,NMN,NMN
847,1830217059,2941,NMN,NMN
878,3113223889,1921,NMN,NMN
922,6896338218,1700,MVVSTM S. M. PRJJVTP JVNMNPVMMJNTP J VNVJSTVMJNTP,MVVSTM S. M. PRJJVTP JVNMNPVMMJNTP J VNVJSTVMJNTP
932,3260770238,2142,NMN,NMN
934,2290761390,2261,NMN,NMN
943,3459287517,2584,NMN,NMN
951,1587936799,1938,NMN,NMN
976,2100663548,1802,NMN,NMN
977,1483178056,2941,NMN,NMN
982,2045150116,1734,NMN,NMN
995,2296524339,2805,NMN,NMN
40,1020867935,1734,MMNPP MMN MMRP S.M,MMNPP MMN MMRP S.M
45,229877247,2465,MMNPP SJMJMR S.M.,MMNPP SJMJMR S.M.
51,809760082,2312,MMNPP MPRPMN STMNLJY S.M.,MMNPP MPRPMN STMNLJY S.M.
70,7831339340,2465,MMNPP PMSS S.M.,MMNPP PMSS S.M.
142,1761561641,1717,NMN,NMN
222,589049048,2788,MMNPPPM,MMNPP PPPPJRMTVVP JP MRMSVL S/M
225,9869026898,2703,NMN,NMN
239,9191635174,1785,NMN,NMN
241,235627191,2975,NMN,NMN
259,9704542259,3264,NMN,NMN
329,7339280715,1751,NMN,NMN
379,716886753,2941,NMN,NMN
391,9714750895,2805,NMN,NMN
429,6057910781,1785,NMN,NMN
460,481864728,2856,NMN,NMN
466,674846501,1785,NMN,NMN
510,999896650,2380,NMN,NMN
530,2058350769,1836,NMN,NMN
534,2216607169,3230,NMN,NMN
663,286612571,1734,NMN,NMN
685,990431033,1717,NMN,NMN
686,2931541727,2958,NMN,NMN
726,372462333,2329,NMN,NMN
784,2211282055,2856,NMN,NMN
864,648947477,2635,NMN,NMN
880,3102765846,3128,NMN,NMN
941,1743169103,1904,NMN,NMN
